"","c1_HuAgeGBsplitRnaseq_475....NSCbyNPC__"
"1","AARD"
"2","ABRACL"
"3","AFF3"
"4","AKNA"
"5","CCT8L2"
"6","CDCA7"
"7","CHRM1"
"8","DCAF12L2"
"9","DMRTB1"
"10","FAM118A"
"11","GABRD"
"12","ORM2"
"13","PAQR9"
"14","PDIK1L"
"15","PHKA2"
"16","RNF19B"
"17","RPS6KA4"
"18","SSTR1"
"19","STOM"
"20","TRPV4"
"21","WNT7B"
