"","c1_HuAgeGBsplitRnaseq_64....PSVZbyQSVZ__"
"1","AIM2"
"2","AKR1E2"
"3","BCL11A"
"4","CCT2"
"5","CDC14A"
"6","CDKAL1"
"7","DHDH"
"8","DNAJC10"
"9","DYNLL1"
"10","E2F3"
"11","FABP7"
"12","GBX1"
"13","IRGC"
"14","KIAA0895"
"15","MAST2"
"16","MPP4"
"17","RELL1"
"18","RGS3"
"19","SUV39H1"
"20","U2AF1L5"
"21","VASH2"
"22","VEGFC"
"23","YBX3"
"24","ZNF22"
