"","c1_HuAgeGBsplitRnaseq_1195....QGBObyPGBO__"
"1","AC010271.2"
"2","AC012640.5"
"3","AC021072.1"
"4","AC112715.1"
"5","AL079352.1"
"6","AL109615.3"
"7","AL135924.2"
"8","AL161431.1"
"9","ANP32BP1"
"10","ASRGL1"
"11","C4BPB"
"12","CEACAMP7"
"13","LINC00323"
"14","LINC00942"
"15","RPL24P7"
"16","SMIM10"
