"","c1_HuAgeGBsplitRnaseq_14....NPCbyNSC__"
"1","CCS"
"2","CNTN1"
"3","DSTYK"
"4","FNBP1L"
"5","FNDC4"
"6","GABRB1"
"7","HPCAL4"
"8","ICK"
"9","KCND1"
"10","KLHL17"
"11","LIPT2"
"12","NFASC"
"13","OSBPL1A"
"14","PIK3C2B"
"15","PRICKLE1"
"16","RAMP1"
"17","S100A13"
"18","SDR42E1"
"19","SEMA6B"
"20","SHF"
"21","SLC16A2"
"22","SOX13"
"23","TMCC2"
"24","TMEM81"
"25","UBE2QL1"
"26","ZNF429"
"27","ZNF85"
