"","c1_HuAgeGBsplitRnaseq_82....NPCbyNSC__"
"1","ADI1"
"2","AGBL5"
"3","CPEB3"
"4","EFR3B"
"5","ERBB3"
"6","GAREM2"
"7","GRHL1"
"8","HADHB"
"9","INPP4A"
"10","KIDINS220"
"11","KIF3C"
"12","LAPTM4A"
"13","MAP4K3"
"14","MBOAT2"
"15","MPV17"
"16","RASA2"
"17","RNASEH1"
"18","RNF144A"
"19","SH3YL1"
"20","SPAST"
"21","TMEM178A"
"22","TMEM18"
"23","UBXN2A"
"24","YIPF4"
"25","YWHAQ"
