"","c1_HuAgeGBsplitRnaseq_186....PGBObyQGBO__"
"1","AC010186.3"
"2","AC067750.1"
"3","AKAP12"
"4","AL138762.1"
"5","AL365181.2"
"6","AL390728.4"
"7","AL390728.6"
"8","AL445248.1"
"9","ANGPTL4"
"10","ARSJ"
"11","ATOH7"
"12","CLEC2D"
"13","CSGALNACT2"
"14","DLG5-AS1"
"15","IL13RA2"
"16","KCNMB3"
"17","KIRREL1"
"18","LUCAT1"
"19","MYOF"
"20","NDRG1"
"21","PXDN"
"22","RGL1"
"23","RN7SKP160"
"24","S100A10"
"25","SLC1A3"
"26","SVIL"
"27","TFR2"
"28","VAMP1"
"29","VCL"
"30","ZSWIM8"
