"","c1_HuAgeGBsplitRnaseq_52....NPCbyNSC__"
"1","APOO"
"2","ARAF"
"3","CA5B"
"4","CDK16"
"5","ELK1"
"6","FUNDC1"
"7","GPM6B"
"8","GPR173"
"9","HECTD3"
"10","MAGEE2"
"11","NDUFB11"
"12","NUDT11"
"13","PCYT1B"
"14","PIM2"
"15","PORCN"
"16","PQBP1"
"17","RAB9A"
"18","RAI2"
"19","RRAGB"
"20","SLC35A2"
"21","STRIP1"
"22","TAB3"
"23","TMEM89"
"24","UROD"
"25","UXT"
"26","WDR13"
