"","c1_HuAgeGBsplitRnaseq_89....QGBObyPGBO__"
"1","ABCB9"
"2","AC010205.1"
"3","AC069209.1"
"4","AC069503.1"
"5","AC125603.4"
"6","AC137767.1"
"7","ARMCX1"
"8","ARMCX6"
"9","BCL7A"
"10","C12orf45"
"11","CAMKK2"
"12","KCNIP3"
"13","KIF21A"
"14","LTA4H"
"15","MAP1LC3B2"
"16","MAPKAPK5-AS1"
"17","METTL7A"
"18","NDUFA12"
"19","NLRP1"
"20","PDCL3"
"21","PEBP1"
"22","PGAM5"
"23","PUS1"
"24","RAN"
"25","RNF10"
"26","RNU12-2P"
"27","RNU6-1004P"
"28","RPIA"
"29","SCARB1"
"30","SNRPF"
