"","c1_HuAgeGBsplitRnaseq_179....NPCbyNSC__"
"1","ALDH1A1"
"2","BCAM"
"3","C1QTNF2"
"4","CDKN2C"
"5","CRABP1"
"6","CRABP2"
"7","CRYM"
"8","HSPB1"
"9","KLF5"
"10","L3MBTL3"
"11","P4HA2"
"12","PIR"
"13","PLPP3"
"14","RERG"
"15","RHOD"
"16","RN7SL73P"
"17","SHROOM3"
"18","TGFBR3"
"19","TMEM252"
"20","TPBG"
"21","ZC3HAV1L"
