"","c1_HuAgeGBsplitRnaseq_26....PSVZbyQSVZ__"
"1","AXIN2"
"2","CCDC73"
"3","CDKN2C"
"4","COL14A1"
"5","COL4A6"
"6","DMRTA2"
"7","EGFR"
"8","EML4"
"9","ENPP4"
"10","EPHA3"
"11","FAF1"
"12","FAT4"
"13","FGF18"
"14","HOOK1"
"15","IGSF10"
"16","IL2"
"17","L3MBTL3"
"18","LYST"
"19","MMP2"
"20","PDZD9"
"21","SBSN"
"22","SHROOM3"
"23","ZC3HAV1L"
