"","c1_HuAgeGBsplitRnaseq_161....NSCbyNPC__"
"1","CHCHD4"
"2","CHRNA4"
"3","CMTM6"
"4","CTNNB1"
"5","EDEM1"
"6","GLB1"
"7","GPD1L"
"8","HRH1"
"9","LHFPL4"
"10","MLH1"
"11","NUP210"
"12","OGG1"
"13","OXSM"
"14","RAD18"
"15","SGO1"
"16","SUCLG2"
"17","SUMF1"
"18","TADA3"
"19","TAMM41"
"20","TBC1D5"
"21","XPC"
"22","XYLB"
