"","c1_HuAgeGBsplitRnaseq_179....QGBObyPGBO__"
"1","AL049637.2"
"2","AL109659.3"
"3","AL110115.2"
"4","APELA"
"5","ART5"
"6","ASB9"
"7","CFH"
"8","CRABP2"
"9","CRYM"
"10","DPT"
"11","ENPP1"
"12","FBN2"
"13","HMGB1P45"
"14","HSPB1"
"15","LINC01326"
"16","MIR645"
"17","P4HA2-AS1"
"18","PIR"
"19","SSTR3"
"20","WNT11"
