"","c1_HuAgeGBsplitRnaseq_56....NSCbyNPC__"
"1","B4GALT6"
"2","C18orf25"
"3","CDH20"
"4","CEP192"
"5","CNDP2"
"6","CTDP1"
"7","CXXC1"
"8","DSEL"
"9","FAM210A"
"10","GALNT1"
"11","HAUS1"
"12","LMAN1"
"13","MAP3K1"
"14","MBD1"
"15","ME2"
"16","METTL4"
"17","MIB1"
"18","NARS"
"19","NFATC1"
"20","PPP4R1"
"21","PQLC1"
"22","RBBP8"
"23","ROCK1"
"24","SALL3"
"25","SEH1L"
"26","SMAD2"
"27","TYMS"
"28","USP14"
"29","VPS4B"
"30","WDR7"
"31","ZADH2"
"32","ZBTB14"
"33","ZNF24"
"34","ZNF516"
