"","c1_HuAgeGBsplitRnaseq_329....NSCbyNPC__"
"1","ABCF2"
"2","ALKBH4"
"3","CEP41"
"4","COPS6"
"5","DBF4"
"6","DCLRE1B"
"7","DNAJC2"
"8","EZH2"
"9","HS1BP3"
"10","IFRD1"
"11","ING3"
"12","LRWD1"
"13","MBLAC1"
"14","MTPN"
"15","PAXIP1"
"16","PLOD3"
"17","PON3"
"18","PUS7"
"19","RRAGC"
"20","SCG2"
"21","SLC4A2"
"22","TAF6"
"23","TTC26"
"24","UFSP1"
