"","c1_HuAgeGBsplitRnaseq_106....QGBCbyPGBC__"
"1","AC021755.3"
"2","AK4P3"
"3","AL161640.1"
"4","ATP12A"
"5","C1QTNF12"
"6","CCDC27"
"7","CILP2"
"8","CNKSR3"
"9","COL11A2"
"10","COX7A1"
"11","EIF4BP7"
"12","FOXA3"
"13","FOXI3"
"14","NPPC"
"15","P3H2"
"16","PAX9"
"17","POLR2LP1"
"18","RNU6-705P"
"19","SEC14L3"
"20","SRRM2-AS1"
"21","TSPAN7"
