"","c1_HuAgeGBsplitRnaseq_162....NSCbyNPC__"
"1","AUP1"
"2","CAMTA2"
"3","CCDC115"
"4","CNTROB"
"5","CTC1"
"6","GPX3"
"7","MAP2K3"
"8","MED12"
"9","METTL16"
"10","MIS12"
"11","MYBBP1A"
"12","MYH10"
"13","MYO1C"
"14","NCBP3"
"15","NUP88"
"16","PELP1"
"17","PFAS"
"18","PFN1"
"19","PHF23"
"20","POLR2A"
"21","PRPF8"
"22","RFLNB"
"23","RPA1"
"24","SLC25A11"
"25","SLC43A2"
"26","SMPD4"
"27","SMYD4"
"28","SNRNP200"
"29","STK11IP"
"30","TLCD2"
