"","c1_HuAgeGBsplitRnaseq_75....QGBCbyPGBC__"
"1","AC004080.1"
"2","AC009159.1"
"3","AC024940.3"
"4","AC118658.1"
"5","AL158801.2"
"6","AL391095.3"
"7","ATP2A1"
"8","CCND2-AS1"
"9","FITM1"
"10","GCK"
"11","GPR35"
"12","LCMT1-AS1"
"13","MYOG"
"14","NDUFB4P8"
"15","PLIN4"
"16","RBM24"
"17","ROBO3"
"18","RPS19P1"
"19","TNNC1"
