"","c1_HuAgeGBsplitRnaseq_583....QGBCbyPGBC__"
"1","AC002310.5"
"2","AC012146.3"
"3","AC016876.1"
"4","AC104825.1"
"5","AC135178.3"
"6","AP003392.5"
"7","ATP1B2"
"8","CTC1"
"9","DLG4"
"10","DPH1"
"11","GAPDHP22"
"12","KDM6B"
"13","LINC00672"
"14","MNT"
"15","PDZD4"
"16","PLD2"
"17","RFLNB"
"18","SGSM2"
"19","WSCD1"
"20","ZBTB4"
"21","ZNF692"
