"","c1_HuAgeGBsplitRnaseq_291....QNPbyTAP__"
"1","ARHGEF39"
"2","ARSG"
"3","AURKB"
"4","C17orf53"
"5","CEP55"
"6","CIP2A"
"7","FANCI"
"8","HMGB2"
"9","HMMR"
"10","INCENP"
"11","KIF11"
"12","KIF18B"
"13","KIF20B"
"14","MKI67"
"15","NDE1"
"16","PACSIN3"
"17","PIMREG"
"18","PLK1"
"19","POLA2"
"20","POLQ"
"21","REEP4"
"22","SLFN5"
"23","TOP2A"
