"","c1_HuAgeGBsplitRnaseq_583....NSCbyNPC__"
"1","CAMTA2"
"2","CCDC115"
"3","CNTROB"
"4","CTC1"
"5","MAP2K3"
"6","MED12"
"7","METTL16"
"8","MIS12"
"9","MYBBP1A"
"10","MYH10"
"11","MYO1C"
"12","NCBP3"
"13","NUP88"
"14","PELP1"
"15","PFAS"
"16","PFN1"
"17","PHF23"
"18","POLR2A"
"19","PRPF8"
"20","RFLNB"
"21","RPA1"
"22","SLC25A11"
"23","SLC43A2"
"24","SMYD4"
"25","SNRNP200"
"26","TLCD2"
