"","c1_HuAgeGBsplitRnaseq_305....QGBObyPGBO__"
"1","AC019131.2"
"2","AC061975.5"
"3","AC097534.1"
"4","AC097534.2"
"5","AC109347.1"
"6","AL121890.5"
"7","AP001816.1"
"8","FGF2"
"9","GPM6A"
"10","HAVCR1P1"
"11","HMGN2"
"12","LINC01237"
"13","LINC01563"
"14","MRPS18C"
"15","NDUFC1"
"16","SMIM3"
"17","TMA16"
