"","c1_HuAgeGBsplitRnaseq_405....QGBObyPGBO__"
"1","AC024940.6"
"2","AC098828.2"
"3","AC118658.1"
"4","AC130710.1"
"5","AC131235.1"
"6","AC138965.3"
"7","ARRDC4"
"8","FAM60CP"
"9","FGFR4"
"10","GACAT3"
"11","KRT18P34"
"12","MYCN"
"13","MYCNOS"
"14","RDH14"
"15","RPS19P1"
"16","RPS3"
"17","TMEM120B"
