"","c1_HuAgeGBsplitRnaseq_1417....QGBCbyPGBC__"
"1","AC021755.3"
"2","AK4P3"
"3","C1QTNF12"
"4","CCDC27"
"5","CILP2"
"6","CNKSR3"
"7","COL11A2"
"8","COX7A1"
"9","EIF4BP7"
"10","FOXA3"
"11","FOXI3"
"12","NPPC"
"13","P3H2"
"14","PAX9"
"15","POLR2LP1"
"16","RNU6-705P"
"17","SEC14L3"
"18","SRRM2-AS1"
"19","TSPAN7"
