"","c1_HuAgeGBsplitRnaseq_1614....NPCbyNSC__"
"1","CCNL2"
"2","CLDN10"
"3","COMMD6"
"4","COX20"
"5","CXXC4"
"6","FARP1"
"7","GLS"
"8","GOPC"
"9","KLF12"
"10","LUC7L3"
"11","MBNL2"
"12","MTF1"
"13","MYSM1"
"14","NDFIP2"
"15","NOL7"
"16","OGT"
"17","PCDH10"
"18","PCDH17"
"19","PFN2"
"20","PNISR"
"21","PRPF38B"
"22","RBM26"
"23","RNPC3"
"24","SRSF11"
"25","STXBP1"
"26","TAF11"
"27","TRMT13"
"28","TTC14"
"29","USP22"
"30","WSB1"
"31","ZFC3H1"
