"","c1_HuAgeGBsplitRnaseq_80....QGBObyPGBO__"
"1","AC004817.3"
"2","AC007029.1"
"3","AC015910.1"
"4","AC020917.3"
"5","AC080038.2"
"6","ACTG1P15"
"7","AL590560.3"
"8","BTG1P1"
"9","EPHA4"
"10","LINC02265"
"11","MAGOH3P"
"12","OR2W6P"
"13","PPIAP58"
"14","PPIAP9"
"15","PRDX6"
"16","RADIL"
"17","RN7SKP213"
"18","RNF222"
"19","RPL11P5"
