"","c1_HuAgeGBsplitRnaseq_293....NPCbyNSC__"
"1","ACBD5"
"2","ANKRD16"
"3","ANXA1"
"4","ASB13"
"5","BAMBI"
"6","DHTKD1"
"7","ENKUR"
"8","EPC1"
"9","FAM171A1"
"10","FARP2"
"11","KIAA1841"
"12","MINDY3"
"13","MSRB2"
"14","MTPAP"
"15","NHLRC1"
"16","NSUN6"
"17","PFKFB3"
"18","PHYH"
"19","RAB18"
"20","S100A4"
"21","S100A6"
"22","SEC61A2"
"23","SKIDA1"
"24","STAM"
"25","TNFRSF12A"
"26","ZNF25"
"27","ZNF438"
