"","c1_HuAgeGBsplitRnaseq_175....PGBObyQGBO__"
"1","AC012512.1"
"2","AC136944.1"
"3","AL157888.1"
"4","AL590428.1"
"5","AP001527.2"
"6","AZGP1"
"7","C3orf80"
"8","CD109"
"9","EFNB2"
"10","ESYT3"
"11","FMNL2"
"12","GJC3"
"13","IL1RAP"
"14","ITPR3"
"15","LINC01711"
"16","MIR548AY"
"17","MPZ"
"18","RPL31P63"
"19","SERPINE2"
"20","SLC49A3"
"21","UTRN"
