"","c1_HuAgeGBsplitRnaseq_101....QGBCbyPGBC__"
"1","AC016737.1"
"2","AC068338.3"
"3","AC073210.1"
"4","AC126564.1"
"5","AC145207.9"
"6","AL031432.5"
"7","AP001453.4"
"8","AP003068.4"
"9","ATG2A"
"10","BX539320.1"
"11","CHKA"
"12","CTSF"
"13","GAL3ST3"
"14","LTBP3"
"15","MALAT1"
"16","NADSYN1"
"17","NEIL1"
"18","ORAOV1"
"19","PDCL3P4"
"20","PITPNM1"
"21","PNCK"
"22","PPP2R5B"
"23","SNORC"
"24","TKFC"
"25","TLE4"
"26","TM7SF2"
"27","TMEM134"
