"","c1_HuAgeGBsplitRnaseq_528....PGBObyQGBO__"
"1","AC006011.2"
"2","AC009570.1"
"3","AC019118.1"
"4","AC091917.3"
"5","AC092954.1"
"6","AC106739.1"
"7","AL353764.1"
"8","AL355472.4"
"9","AL731566.2"
"10","AP000350.5"
"11","ATP5MFP5"
"12","CLIC6"
"13","ELOA-AS1"
"14","GCC2-AS1"
"15","HS3ST3A1"
"16","HSPA8P13"
"17","ID1"
"18","LIMS1"
"19","LINC01165"
"20","MRPS18CP6"
"21","NCK1-AS1"
"22","NPIPB12"
"23","RN7SL568P"
"24","RN7SL664P"
"25","RNU6-662P"
"26","TAS2R42"
"27","WWTR1"
"28","Z97653.2"
