"","c1_HuAgeGBsplitRnaseq_1398....NSCbyNPC__"
"1","ARHGAP25"
"2","C5AR2"
"3","C6orf118"
"4","CASS4"
"5","CFP"
"6","CSF2RB"
"7","ETS2"
"8","GPR160"
"9","IFNGR1"
"10","IL1RN"
"11","KMO"
"12","LRPPRC"
"13","MNDA"
"14","MSH2"
"15","NLRC4"
"16","PLEK"
"17","RHOH"
"18","SCARF1"
"19","SLC16A10"
"20","TNFAIP8"
