"","c1_HuAgeGBsplitRnaseq_303....NSCbyNPC__"
"1","B4GALT6"
"2","C18orf25"
"3","CDH20"
"4","CNDP2"
"5","CTDP1"
"6","CXXC1"
"7","DSEL"
"8","GALNT1"
"9","HAUS1"
"10","LMAN1"
"11","MAP3K1"
"12","MBD1"
"13","ME2"
"14","MIB1"
"15","NARS"
"16","NFATC1"
"17","PQLC1"
"18","RBBP8"
"19","ROCK1"
"20","SALL3"
"21","SMAD2"
"22","VPS4B"
"23","WDR7"
"24","ZADH2"
"25","ZNF24"
"26","ZNF516"
