"","c1_HuAgeGBsplitRnaseq_41....NSCbyNPC__"
"1","ALDH16A1"
"2","AP2A1"
"3","AP2S1"
"4","BCAT2"
"5","BCL2L12"
"6","CCDC61"
"7","DHX34"
"8","GRWD1"
"9","GYS1"
"10","LIG1"
"11","MAMSTR"
"12","OPA3"
"13","PIH1D1"
"14","PNKP"
"15","POLD1"
"16","PPP1R15A"
"17","PRKD2"
"18","RUVBL2"
"19","SAE1"
"20","SAPCD2"
"21","SPHK2"
"22","TOMM40"
"23","UAP1L1"
"24","VASP"
"25","XRCC1"
"26","ZNF296"
