"","c1_HuAgeGBsplitRnaseq_395....QGBObyPGBO__"
"1","AC025166.1"
"2","AC026741.1"
"3","AC073539.1"
"4","AC079341.2"
"5","AC084033.1"
"6","AC090666.1"
"7","AC119751.3"
"8","AL133163.3"
"9","AP000432.2"
"10","ATP23"
"11","HADHAP2"
"12","KCNT2"
"13","LINC00896"
"14","MARK2P10"
"15","NEPNP"
"16","RN7SL43P"
"17","RPS29P23"
"18","RPS6P20"
"19","RPSAP61"
