"","c1_HuAgeGBsplitRnaseq_331....NPCbyNSC__"
"1","APBA2"
"2","ATG9A"
"3","B3GNT9"
"4","BAHD1"
"5","CASC4"
"6","CATSPER2"
"7","CCDC32"
"8","DNAJB9"
"9","DNAJC17"
"10","EIF2AK4"
"11","EMC7"
"12","FZD4"
"13","GNB5"
"14","LPCAT4"
"15","LRRC57"
"16","LYSMD2"
"17","MAOB"
"18","MAP1A"
"19","MAPKBP1"
"20","NDUFAF1"
"21","NEO1"
"22","PIGB"
"23","PPIB"
"24","RCN2"
"25","RMDN3"
"26","SECISBP2L"
"27","SRP14"
"28","TMOD2"
"29","TP53BP1"
"30","TSPAN3"
"31","TYRO3"
