"","c1_HuAgeGBsplitRnaseq_215....QGBObyPGBO__"
"1","AC005695.3"
"2","ARHGAP27P2"
"3","CIART"
"4","DBP"
"5","DESI1"
"6","DLK2"
"7","ELAVL3"
"8","FOXO4"
"9","GCAT"
"10","GTSE1-AS1"
"11","LINC01315"
"12","MPST"
"13","MTURN"
"14","NDUFA6"
"15","NR1D1"
"16","PAIP2B"
"17","POLR2F"
"18","POLR3H"
"19","RNU6-8"
"20","RPS19BP1"
"21","RUNDC3A"
"22","SDF2L1"
"23","SMDT1"
"24","TOMM22"
"25","TSPO"
"26","TST"
"27","TTLL12"
