"","c1_HuAgeGBsplitRnaseq_82....PSVZbyQSVZ__"
"1","ASXL2"
"2","CENPO"
"3","FAM136A"
"4","FAM98A"
"5","FBXO11"
"6","GPN1"
"7","IAH1"
"8","INPP4A"
"9","NCOA1"
"10","NRBP1"
"11","PPM1G"
"12","PREB"
"13","PTCD3"
"14","PUM2"
"15","PUS10"
"16","RMND5A"
"17","RNASEH1"
"18","SNX7"
"19","SOS1"
"20","SPAST"
"21","SUPT7L"
"22","TAF1B"
"23","TMEM178A"
"24","TMEM214"
"25","YWHAQ"
