"","c1_HuAgeGBsplitRnaseq_21....QGBCbyPGBC__"
"1","AC005020.1"
"2","AC005899.5"
"3","AC009518.3"
"4","AC073150.1"
"5","AC092104.1"
"6","AC117498.3"
"7","AF186996.2"
"8","AP000322.1"
"9","ASB16"
"10","BNIPL"
"11","CFAP97D1"
"12","CPSF4L"
"13","LINC00482"
"14","LRRC3C"
"15","MED15P9"
"16","OR13J1"
"17","OR9A3P"
"18","PKDREJ"
"19","RN7SL799P"
"20","RNU6-483P"
"21","S100A7"
"22","TRAJ11"
"23","TRAJ14"
"24","TRAJ17"
"25","TRAJ38"
