"","c1_HuAgeGBsplitRnaseq_49....QGBCbyPGBC__"
"1","AC005261.5"
"2","AC010618.3"
"3","AC092653.1"
"4","AC108673.3"
"5","AC243830.2"
"6","BEX2"
"7","BEX4"
"8","CERS4"
"9","FAM46C"
"10","FEZF1"
"11","SLC4A4"
"12","TAZ"
"13","TCEAL7"
"14","THRA"
"15","TRIM45"
"16","ZNF266"
"17","ZNF460"
"18","ZNF561"
"19","ZNF561-AS1"
"20","ZNF701"
"21","ZNF808"
