"","c1_HuAgeGBsplitRnaseq_20....NSCbyNPC__"
"1","ALS2CL"
"2","ARPC3"
"3","ATAD5"
"4","BCHE"
"5","C1R"
"6","C1RL"
"7","CD36"
"8","CLP1"
"9","CNR2"
"10","CP"
"11","CRLF3"
"12","CTNND1"
"13","FAM110A"
"14","FAM234A"
"15","FAM49B"
"16","GRK2"
"17","KCTD12"
"18","KHDRBS3"
"19","LIMS1"
"20","LIPH"
"21","RLN2"
"22","SLC43A1"
"23","SLC43A3"
"24","SSRP1"
"25","TMEM37"
"26","UBE2L6"
"27","WHRN"
"28","ZDHHC5"
