"","c1_HuAgeGBsplitRnaseq_254....QGBCbyPGBC__"
"1","AL035563.1"
"2","AL121890.2"
"3","AL121890.3"
"4","AL121890.4"
"5","AL662907.1"
"6","AMH"
"7","C7orf31"
"8","DDRGK1"
"9","FAM167B"
"10","HSD17B6"
"11","KIZ"
"12","LMF1"
"13","LZTS3"
"14","SDCBP2"
"15","TBX6"
"16","UCN"
"17","UQCC1"
"18","UQCRHL"
"19","VN1R108P"
"20","ZNF337"
"21","ZNF337-AS1"
