"","c1_HuAgeGBsplitRnaseq_586....QGBObyPGBO__"
"1","AC026585.1"
"2","AP001542.3"
"3","CBLN1"
"4","CCDC88B"
"5","CCNJL"
"6","EPB41"
"7","EXPH5"
"8","FAM72A"
"9","GALNT12"
"10","HOMER3"
"11","KIF26A"
"12","LINC01012"
"13","MAP3K21"
"14","MYO5C"
"15","NHSL2"
"16","P2RX4"
"17","PCSK9"
"18","POLB"
"19","PPARGC1B"
"20","PRKCZ"
"21","RTN4R"
"22","TRBV20OR9-2"
"23","TRIM72"
"24","TRMT9B"
"25","Z95624.1"
