"","c1_HuAgeGBsplitRnaseq_605....QSVZbyPSVZ__"
"1","AMPD3"
"2","CD200"
"3","FSTL3"
"4","FXYD3"
"5","IL1RAP"
"6","KCNMA1"
"7","LEF1"
"8","LGI4"
"9","MRAS"
"10","PALM"
"11","PPFIBP1"
"12","RHEBL1"
"13","RILP"
"14","SDC3"
"15","SERPINE2"
"16","TESC"
"17","TMEM159"
"18","TMEM47"
"19","TRAM1L1"
"20","TUSC3"
"21","YAP1"
"22","ZNF536"
