"","c1_HuAgeGBsplitRnaseq_160....QGBCbyPGBC__"
"1","AC004832.6"
"2","AC011487.2"
"3","AC012414.2"
"4","AC016168.2"
"5","AC104066.1"
"6","AGGF1P2"
"7","AL512625.2"
"8","AL591479.1"
"9","AL603750.1"
"10","BX005266.2"
"11","CBWD5"
"12","DUX4L37"
"13","HEY2"
"14","HMGB3P17"
"15","MYO5B"
"16","PTGER4P2"
"17","SCN4A"
"18","ZNF658"
