"","c1_HuAgeGBsplitRnaseq_155....NSCbyNPC__"
"1","C17orf80"
"2","CLTC"
"3","COIL"
"4","DCAF7"
"5","EEF2K"
"6","FTSJ3"
"7","HEATR6"
"8","KCTD2"
"9","KPNA2"
"10","METTL2A"
"11","MTMR4"
"12","NOL11"
"13","NUP85"
"14","PCTP"
"15","SRSF1"
"16","TACO1"
"17","TBL1X"
"18","TMEM104"
"19","TRIM37"
"20","TUBD1"
"21","VEZF1"
