"","c1_HuAgeGBsplitRnaseq_174....QGBCbyPGBC__"
"1","AC011450.1"
"2","AC090844.2"
"3","AL023583.1"
"4","AL161912.4"
"5","AL512310.1"
"6","CABP7"
"7","FAM84A"
"8","HSPA2"
"9","LINC01672"
"10","LMO2"
"11","MAPT"
"12","MZB1"
"13","PHYHD1"
"14","PITPNC1"
"15","PLIN1"
"16","RBM20"
"17","RNU6-907P"
"18","RPL36AP40"
"19","SLC6A16"
"20","WFDC1"
