"","c1_HuAgeGBsplitRnaseq_501....QGBCbyPGBC__"
"1","AC032011.1"
"2","AC093392.2"
"3","AC145343.1"
"4","ARHGAP25"
"5","ATP5F1AP3"
"6","BEST1"
"7","C9orf66"
"8","FAM86B3P"
"9","FBXO36P1"
"10","GSTM4"
"11","IQSEC1"
"12","KCNK15"
"13","LINC01366"
"14","MIR193BHG"
"15","NLRC4"
"16","PGF"
"17","RN7SL356P"
"18","RNU4-39P"
"19","SCARF1"
"20","SP6"
"21","SPATC1"
"22","U62317.2"
"23","VTRNA1-1"
"24","VTRNA1-3"
