"","c1_HuAgeGBsplitRnaseq_175....TAPbyQNP__"
"1","ACP6"
"2","AGL"
"3","AMOT"
"4","EHBP1"
"5","EVI5"
"6","FMNL2"
"7","GFRA2"
"8","GJC3"
"9","IL1RAP"
"10","LEF1"
"11","MAPRE3"
"12","MRAS"
"13","PKIG"
"14","PPFIBP1"
"15","PPP2R3C"
"16","PTPN14"
"17","RHEBL1"
"18","SMYD2"
"19","TRAM1L1"
"20","TUSC3"
"21","UTRN"
"22","VANGL1"
