"","c1_HuAgeGBsplitRnaseq_44....QGBObyPGBO__"
"1","AC092013.1"
"2","AL135786.1"
"3","AL513165.1"
"4","ALDH1B1"
"5","BAG1"
"6","C9orf72"
"7","CAAP1"
"8","CCDC107"
"9","CLTA"
"10","DCTN3"
"11","ENHO"
"12","FBXO10"
"13","GLDC"
"14","GRHPR"
"15","HINT2"
"16","IFT74"
"17","NDUFB6"
"18","NUDT2"
"19","POLR1E"
"20","PUM3"
"21","RCL1"
"22","RPP25L"
"23","STOML2"
"24","TUSC1"
"25","VCP"
