"","c1_HuAgeGBsplitRnaseq_19....PGBObyQGBO__"
"1","AC002069.2"
"2","AC068870.1"
"3","AC069234.4"
"4","AC069234.5"
"5","AC090337.1"
"6","AC091953.5"
"7","AC097359.1"
"8","AC131212.4"
"9","AL451107.1"
"10","AL645939.2"
"11","EIF3KP1"
"12","IFITM4P"
"13","LHX6"
"14","MTND3P17"
"15","NDUFB11P1"
"16","PPIAP87"
"17","PSMA2P1"
"18","RNU6-177P"
"19","RPS26P39"
"20","RPS26P49"
"21","SAMD3"
"22","TBC1D8"
"23","XIST"
