"","c1_HuAgeGBsplitRnaseq_214....NPCbyNSC__"
"1","ANKRD24"
"2","ARVCF"
"3","ATP6V1E1"
"4","BCR"
"5","CCDC157"
"6","DDT"
"7","EMID1"
"8","FBXO7"
"9","GAREM1"
"10","GAS2L1"
"11","GSTT2B"
"12","HDHD5"
"13","HSCB"
"14","KREMEN1"
"15","LIMK2"
"16","MICAL3"
"17","P2RX6"
"18","PEX26"
"19","PI4KA"
"20","PIK3IP1"
"21","RAB36"
"22","RNF215"
"23","RRAD"
"24","SLC25A1"
"25","SLC35E4"
"26","TANGO2"
"27","TOM1"
"28","UFD1"
"29","UQCR10"
