"","c1_HuAgeGBsplitRnaseq_1417....PGBObyQGBO__"
"1","AC002451.1"
"2","AC008622.2"
"3","AL513211.1"
"4","AL590652.1"
"5","ARHGAP29"
"6","COMMD2"
"7","FOXA3"
"8","HHIPL1"
"9","HMCN1"
"10","LINC00377"
"11","PRRX2"
"12","RAB43P1"
"13","RNU6-705P"
"14","SERINC2"
"15","SERTAD4"
"16","SERTAD4-AS1"
"17","SOX21-AS1"
"18","SRRM2-AS1"
"19","ZFHX4"
