"","c1_HuAgeGBsplitRnaseq_32....PGBObyQGBO__"
"1","AC007613.1"
"2","AL158211.3"
"3","AL353807.4"
"4","CARS"
"5","CD44"
"6","CETN4P"
"7","CHL1-AS2"
"8","DKK3"
"9","DUSP8"
"10","HIPK3"
"11","KRT18P14"
"12","KRTAP5-9"
"13","LINC01219"
"14","LMNTD2"
"15","LRRC56"
"16","MAP3K5"
"17","MLLT10P2"
"18","OLFM1"
"19","PAM"
"20","PROX1"
"21","PXK"
"22","SCT"
"23","TMEM220"
"24","TOLLIP-AS1"
"25","TPP1"
