"","c1_HuAgeGBsplitRnaseq_160....QGBObyPGBO__"
"1","AC004832.6"
"2","AC016745.1"
"3","AC016745.2"
"4","AC027271.1"
"5","AC087354.1"
"6","AC091390.2"
"7","AC104066.1"
"8","AC120042.1"
"9","AL354718.1"
"10","AL357060.1"
"11","AL445235.1"
"12","AL512625.1"
"13","AL603750.1"
"14","AL845472.1"
"15","BX005266.2"
"16","BX088651.4"
"17","CDK2AP2P2"
"18","DANCR"
"19","PROM1"
"20","RPS2P55"
"21","RPS2P7"
"22","SYDE2"
"23","TNFAIP3"
