"","c1_HuAgeGBsplitRnaseq_68....QGBCbyPGBC__"
"1","AL021368.2"
"2","AL137003.1"
"3","AL137003.2"
"4","DDAH2"
"5","DGKA"
"6","DNAJC12"
"7","FAM187B2P"
"8","FLOT1"
"9","FRS3"
"10","GNMT"
"11","HSD17B8"
"12","KLC4"
"13","LEMD2"
"14","LINC01569"
"15","PHF1"
"16","RNF39"
"17","STAG3"
"18","ZKSCAN3"
"19","ZNF192P1"
"20","ZNF603P"
