"","c1_HuAgeGBsplitRnaseq_106....PGBObyQGBO__"
"1","AC002451.1"
"2","AC008622.2"
"3","AC091153.3"
"4","AL513211.1"
"5","AL590652.1"
"6","ARHGAP29"
"7","COMMD2"
"8","FOXA3"
"9","HHIPL1"
"10","HMCN1"
"11","LINC00377"
"12","PRRX2"
"13","RAB43P1"
"14","RNU6-705P"
"15","SERINC2"
"16","SERTAD4"
"17","SERTAD4-AS1"
"18","SOX21-AS1"
"19","SRRM2-AS1"
"20","VAMP4"
"21","ZFHX4"
"22","ZNF469"
