"","c1_HuAgeGBsplitRnaseq_151....NPCbyNSC__"
"1","ARHGEF25"
"2","ATG101"
"3","BCDIN3D"
"4","COQ10A"
"5","DCTN2"
"6","DDIT3"
"7","DTX3"
"8","GDF11"
"9","GLI1"
"10","HDAC7"
"11","IL23A"
"12","IL33"
"13","KIF5A"
"14","MAP3K12"
"15","MBD6"
"16","NCKAP5L"
"17","NDUFA4L2"
"18","NUPR1"
"19","NXPH4"
"20","PFKM"
"21","PHKA1"
"22","RAPGEF3"
"23","RARG"
"24","SCN8A"
"25","SLC13A3"
"26","SLC48A1"
"27","TMEM38A"
"28","ZBTB39"
"29","ZNF641"
