"","c1_HuAgeGBsplitRnaseq_456....NSCbyNPC__"
"1","AACS"
"2","ABCD2"
"3","ANAPC5"
"4","ATP6V0A2"
"5","C12orf65"
"6","CAMKK2"
"7","CD40"
"8","DHX37"
"9","ERP29"
"10","FBXW8"
"11","GCN1"
"12","KCNIP3"
"13","KNTC1"
"14","MLEC"
"15","MLXIP"
"16","NCOR2"
"17","ORAI1"
"18","P2RX7"
"19","PLBD2"
"20","POLE"
"21","RAB35"
"22","RBM19"
"23","RFC5"
"24","RPIA"
"25","SCARB1"
"26","SNRNP35"
"27","SUDS3"
"28","TAOK3"
