"","c1_HuAgeGBsplitRnaseq_704....QNPbyTAP__"
"1","ARNTL"
"2","BET1L"
"3","CD44"
"4","CD81"
"5","COPB1"
"6","DUSP8"
"7","EHD4"
"8","HRAS"
"9","ILK"
"10","MRPL23"
"11","NAV2"
"12","PDE3B"
"13","PSMA1"
"14","PTDSS2"
"15","RASSF7"
"16","RIC8A"
"17","RNH1"
"18","RPL27A"
"19","RRAS2"
"20","RRM1"
"21","SBF2"
"22","STIM1"
"23","SWAP70"
"24","TMEM220"
"25","TMEM9B"
"26","TSSC4"
