"","c1_HuAgeGBsplitRnaseq_832....TAPbyQNP__"
"1","AHCY"
"2","AP5S1"
"3","BTBD3"
"4","C20orf194"
"5","C20orf27"
"6","CDC25B"
"7","CRLS1"
"8","CSNK2A1"
"9","DYNLRB1"
"10","EBF4"
"11","EIF5B"
"12","ESF1"
"13","KBTBD3"
"14","MAPRE1"
"15","MCM8"
"16","MKKS"
"17","NDUFAF5"
"18","NOP56"
"19","PANK2"
"20","PCED1A"
"21","PCNA"
"22","PTPRA"
"23","RIN2"
"24","SLC23A2"
"25","STK35"
"26","TMEM230"
"27","TMX4"
"28","TRMT6"
