"","c1_HuAgeGBsplitRnaseq_832....PSVZbyQSVZ__"
"1","AHCY"
"2","C20orf27"
"3","C7orf31"
"4","CDC25B"
"5","CENPB"
"6","DYNLRB1"
"7","EIF5B"
"8","ESF1"
"9","FAM210B"
"10","ITPA"
"11","KBTBD3"
"12","MAPRE1"
"13","MCM8"
"14","MKKS"
"15","NDUFAF5"
"16","NFS1"
"17","NOP56"
"18","NSFL1C"
"19","PCED1A"
"20","PCNA"
"21","PFDN4"
"22","POLR3F"
"23","PSMF1"
"24","PTPRA"
"25","RBBP9"
"26","SLX4IP"
"27","SNRPB"
"28","STK35"
"29","TBC1D20"
"30","TOP1"
"31","TRMT6"
"32","VPS16"
"33","ZCCHC3"
