"","c1_HuAgeGBsplitRnaseq_217....QGBCbyPGBC__"
"1","ADAMTS13"
"2","AL157935.1"
"3","AL355987.3"
"4","AL390067.1"
"5","BSN-AS2"
"6","BX649632.1"
"7","C9orf147"
"8","CDK5RAP2"
"9","FAM102A"
"10","FGFRL1"
"11","GARNL3"
"12","KYAT1"
"13","LINC00963"
"14","MAMDC4"
"15","MRRF"
"16","PHPT1"
"17","PNPLA7"
"18","POMT1"
"19","PRRC2B"
"20","RALGDS"
"21","RGS16"
"22","SNX30"
"23","SRGAP1"
"24","USP20"
"25","ZNF608"
