"","c1_HuAgeGBsplitRnaseq_456....QGBObyPGBO__"
"1","ABCB9"
"2","AC069209.1"
"3","AC069503.1"
"4","AC137767.1"
"5","BCL7A"
"6","CAMKK2"
"7","KCNIP3"
"8","KIF21A"
"9","MAP1LC3B2"
"10","MAPKAPK5-AS1"
"11","PDCL3"
"12","PEBP1"
"13","PGAM5"
"14","PUS1"
"15","RAN"
"16","RNF10"
"17","RNU12-2P"
"18","RNU6-1004P"
"19","RPIA"
"20","SCARB1"
