"","c1_HuAgeGBsplitRnaseq_446....NSCbyNPC__"
"1","ABCB1"
"2","ABCG2"
"3","ACVRL1"
"4","AFAP1L1"
"5","ALPL"
"6","ANXA3"
"7","ARHGAP18"
"8","BCL6B"
"9","CLEC14A"
"10","DLL4"
"11","FLI1"
"12","FOXF2"
"13","GGT5"
"14","GRAP"
"15","HLX"
"16","KCNJ2"
"17","KLF6"
"18","MPZL2"
"19","NET1"
"20","NFKBIA"
"21","PMAIP1"
"22","RASGRP3"
"23","RNF144B"
"24","SELENBP1"
"25","SLC39A10"
"26","SLC3A2"
"27","SLC7A1"
"28","SOWAHA"
"29","ST3GAL1"
"30","STARD8"
"31","TBC1D4"
"32","TNFRSF4"
"33","ZC3H12A"
