"","c1_HuAgeGBsplitRnaseq_50....NSCbyNPC__"
"1","AARS"
"2","CENPT"
"3","CIAPIN1"
"4","CMC2"
"5","CMIP"
"6","CMTM4"
"7","CNOT1"
"8","CTCF"
"9","DDX19A"
"10","DHX38"
"11","DUS2"
"12","EDC4"
"13","FBXL8"
"14","FTO"
"15","KARS"
"16","MBTPS1"
"17","MON1B"
"18","NETO2"
"19","NUP93"
"20","PRMT7"
"21","PSKH1"
"22","RBL2"
"23","RFWD3"
"24","SF3B3"
"25","SIAH1"
"26","SLC38A7"
"27","TK2"
"28","TRADD"
"29","ZFP90"
"30","ZNF319"
